molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
73,8,0,0,0,1,1,1,-2,76.055,8.68,217.364,0,217.364,0,0,285.408,4,3.7,0.2639583,0.0340443,0.964468,4.626,3.312,12.622,14.194,-2.464,1.394,0.105,-0.733,39.032,-1.055,34.899,-5.43,9.486,-0.726,1,-1.17,2,41,0,43.118,93.646,4,0,0,0,0,0,5,0,7.014
74,9,0,0,0,0,1,0,1,200.056,3.105,321.303,59.081,0,0,262.223,485.571,0,0,0.0198587,0,0.9298607,12.636,1.116,4.405,0.364,2.763,-2.871,-2.871,-2.667,9906.038,0.31,10000,-1.423,12.088,0.131,1,-0.015,3,100,262.223,0,7.348,1,0,0,0,0,0,12,0,10.164
75,0,0,0,0,0,2,1,0,299.759,4.074,540.535,127.794,68.141,273.342,71.259,936.671,1,4.7,0.0177177,0.0086951,0.8565102,32.658,10.05,15.062,9.021,3.323,-4.513,-4.092,-5.157,2237.292,-0.001,2902.112,-1.62,8.287,1.23,1,0.187,3,100,0,0,54.124,4,0,17,0,12,1,21,0,0.254
76,2,0,0,0,0,5,0,-1,266.339,0.64,544.242,191.155,109.464,243.623,0,938.709,2,1.5,0.000436,0.0038978,0.8519098,30.529,9.858,13.495,6.734,4.531,-4.424,-4.536,-5.09,907.507,-0.743,445.442,-2.199,8.572,0.102,4,0.529,3,100,0,0,45.11,2,0,12,0,12,0,20,0,0.051
77,0,1,0,1,1,7,1,-2,389.425,7.614,658.427,205.266,269.889,159.429,23.842,1164.644,4.25,8,0.0497768,0.0250482,0.8130548,37.483,13.196,24.018,18.856,-1.267,-2.789,-2.512,-2.862,1.035,-2.123,0.97,-7.322,9.095,1.112,6,-0.62,1,19.794,0,27.888,158.214,8,0,14,4,10,3,27,1,0
78,1,0,0,0,2,8,3,-1,540.692,8.562,743.217,590.489,95.996,20.866,35.866,1529.132,1.75,10.75,0.0479412,0.0191343,0.8636663,50.104,13.68,25.566,16.061,2.606,-3.681,-4.119,-1.089,678.932,-0.689,962.309,-2.447,8.515,2.213,7,-0.295,2,79.928,0,31.877,150.986,10,1,15,0,0,7,36,1,0.402
79,1,0,0,0,0,5,0,-2,229.628,3.788,437.048,0,334.965,33.058,69.024,677.426,5,4,0.0211852,0.0204652,0.8535138,18.062,8.441,16.215,13.458,-0.841,-1.95,-2.379,-4.06,6.598,-2.634,5.194,-7.096,7.973,0.117,3,-0.734,2,23.727,0,0,165.352,8,1,6,0,6,0,15,1,0
80,2,0,0,0,0,3,1,-1,191.14,2.977,341.204,180.401,160.804,0,0,551.381,1,7.1,0.0160749,0.0208087,0.9530558,13.986,5.148,9.585,9.43,-1.055,-0.155,-0.635,-2.292,295.8,-0.798,132.606,-4.195,11.133,0.204,3,-1.09,2,64.994,0,0,96.721,7,0,8,0,8,6,13,0,8.527
81,10,5,0,0,0,16,2,-2,467.518,7.31,670.694,311.643,359.05,0,0,1286.796,15,20.3,0.0415242,0.1172242,0.8530622,35.07,16.089,45.298,42.21,-6.614,2,4.577,-7.54,0.06,-2.893,0.018,-10.726,9.353,-1.782,11,-1.443,1,0,0,0,251.872,14,2,18,0,18,16,32,2,0.001
82,14,4,0,0,1,22,2,-2,585.607,8.842,802.612,333.507,469.105,0,0,1587.78,17,26.9,0.0492371,0.1381883,0.8200737,43.263,20.008,55.083,52.505,-8.395,-0.453,4.614,-5.974,0.004,-4.616,0.001,-12.178,9.267,-0.911,14,-2.372,1,0,0,15.165,323.045,18,3,18,0,18,16,40,2,0
83,2,1,0,0,0,8,0,-2,207.226,4.598,405.092,186.732,218.36,0,0,681.098,5,10.5,0.0310387,0.057959,0.9241695,15.967,7.506,18.216,18.08,-2.342,0.34,0.659,-3.485,20.994,-1.225,8.406,-6.838,9.662,-1.737,6,-0.963,2,36.897,0,0,112.297,6,0,6,0,6,5,14,1,0.066
84,0,0,0,0,0,4,0,-2,228.207,6.772,411.931,123.855,261.892,26.184,0,687.099,4,10.1,0.0667411,0.0490374,0.9141559,19.025,7.743,18.478,17.594,-1.971,-1.379,-0.983,-3.046,32.537,-1.767,12.201,-5.87,9.379,0.565,4,-0.871,2,42.475,0,0,134.173,8,0,11,0,11,4,16,0,0.013
85,1,1,0,1,0,3,0,-1,157.212,3.392,372.471,216.848,155.623,0,0,598.596,3,3,0.0192234,0.0139505,0.9222064,15.875,5.741,10.906,8.361,-1.278,-0.851,-0.136,-1.709,20.923,-0.439,10.653,-6.162,9.448,-0.914,3,-0.685,2,43.097,0,0,75.495,3,0,6,0,6,6,11,1,0.015
86,12,2,0,0,5,27,1,-2,685.696,15.453,933.948,375.802,540.04,18.106,0,1850.254,9.25,16.35,0.1290543,0.0532434,0.7804231,50.729,21.416,41.956,36.891,-4.907,2,-0.789,0.248,0.001,-6.178,0.001,-12.942,8.591,0.757,13,-2.539,1,0,0,100.426,420.701,23,3,6,0,6,3,48,2,0
87,0,1,0,0,1,5,0,0,315.414,10.295,535.541,370.635,159.648,5.258,0,985.792,3,6.25,0.1075112,0.0202138,0.8944624,30.137,9.392,18.851,13.106,0.428,-2.192,-2.215,-2.617,51.805,-0.67,33.605,-6.026,9.439,-0.571,5,-0.404,3,60.137,0,20.664,92.876,5,0,16,3,13,15,23,0,0.002
88,0,0,0,1,1,4,1,-2,199.163,4.575,406.129,178.584,217.042,10.503,0,640.689,2,6.45,0.0326749,0.02246,0.8849776,17.018,6.129,12.111,13.9,-0.869,0.129,-0.367,-0.261,9.798,-1.525,10.137,-5.099,9.885,-0.249,2,-1.295,2,39.594,0,43.99,116.756,6,0,7,4,3,3,14,1,2.137
89,14,6,0,0,0,22,3,-2,614.649,10.856,789.371,336.794,452.577,0,0,1594.611,19,28.1,0.0739127,0.1551679,0.8362197,43.536,20.333,59.071,55.35,-9.095,2,6.139,-8.539,0.008,-4.28,0.002,-11.873,9.177,-1.699,15,-1.984,1,0,0,0,336.155,19,3,23,0,23,20,42,2,0
90,12,4,0,0,0,17,2,-2,484.503,7.893,675.785,289.916,385.869,0,0,1297.414,15,22.7,0.0480128,0.1300956,0.8512857,34.853,16.372,46.703,44.548,-6.802,2,3.955,-6.843,0.034,-3.214,0.01,-11.124,9.342,-1.608,12,-1.538,1,0,0,0,270.869,15,2,18,0,18,16,33,2,0
91,14,5,0,0,0,22,3,-2,615.634,9.552,826.099,332.081,494.018,0,0,1618.545,18,28.8,0.0563686,0.1479096,0.807017,44.494,20.745,58.165,54.945,-9.062,2,5.208,-8.285,0.003,-5.022,0.001,-12.637,9.236,-1.356,14,-2.232,1,0,0,0,334.885,19,3,23,0,23,20,42,2,0
92,9,0,0,4,0,16,6,-2,602.48,7.404,658.262,137.684,518.041,0,2.537,1286.575,6,24.5,0.0426097,0.0911681,0.8690725,35.061,15.189,35.354,34.218,-3.511,0.027,-1.783,3.579,0.002,-4.967,0,-9.531,11.269,0.936,1,-2.678,1,0,0,0,346.078,21,3,12,0,12,10,35,1,0
93,7,0,0,0,0,2,0,0,146.143,0.52,297.914,194.122,103.793,0,0,473.065,2,6.8,0.0005716,0.0322799,0.9855705,11.494,4.526,9.589,10.328,-0.816,-0.4,-0.316,-1.765,1027.147,-0.269,509.241,-3.24,10.775,-2.331,4,-0.882,3,76.068,0,0,62.706,4,0,8,0,8,6,10,0,33.442
94,3,0,0,0,0,4,2,-2,236.138,2.441,397.113,172.059,225.054,0,0,642.134,0,7.9,0.0092792,0,0.906431,16.976,5.858,9.72,9.104,-1.921,1.045,-0.514,-3.046,72.731,-1.504,29.107,-5.283,11.526,0.387,2,-1.801,2,49.022,0,0,130.404,10,0,8,0,8,6,16,0,13.65
95,7,1,0,0,0,1,1,-1,102.093,3.551,260.738,81.63,179.108,0,0,371.699,3,5.2,0.0339323,0.034543,0.958861,8.079,3.804,9.814,10.86,-1.946,0.699,0.502,-2.924,49.468,-0.397,21.23,-6.787,9.673,-0.772,2,-0.792,2,45.874,0,0,83.967,4,0,5,0,5,2,7,0,0.083
96,0,0,0,1,0,5,0,-2,244.308,7.332,485.105,236.683,213.819,0,34.603,796.889,3,4.5,0.0674606,0.0160671,0.856896,22.527,7.946,14.968,10.076,1.283,-3.048,-2.559,-2.04,23.543,-1.594,16.924,-4.98,9.32,-0.112,1,-0.503,2,59.013,0,0,107.697,5,0,8,0,8,4,16,0,0.004
97,0,0,0,0,0,2,0,-1,236.23,9.643,428.591,156.451,175.633,96.507,0,726.799,2,8.4,0.1279357,0.0277173,0.9121469,22.57,7.559,16.488,13.364,-0.527,-1.583,-1.595,-3.414,213.979,-0.964,93.446,-4.224,9.086,0.475,3,-0.771,3,65.57,0,0,101.234,7,0,14,0,14,4,17,0,0.368
97,0,0,0,0,0,2,0,-2,236.23,7.472,433.407,162.143,185.801,85.463,0,725.859,2,8.4,0.0769237,0.0274093,0.9012333,22.427,7.456,15.745,13.369,-0.63,-1.643,-1.595,-3.538,171.375,-1.082,73.509,-4.451,9.059,0.302,3,-0.787,3,63.24,0,0,102.347,7,0,14,0,14,4,17,0,0.19
98,1,0,0,0,0,1,0,-1,167.188,7.915,331.485,0,175.088,81.255,75.142,506.207,4,5,0.1237555,0.0301673,0.9266581,14.238,6.256,14.972,12.85,-0.072,-1.753,-1.487,-3.106,216.541,-0.672,244.217,-4.364,8.365,1.235,0,-0.723,3,68.325,0,0,89.515,5,0,9,0,9,0,11,0,0.254
99,1,0,0,0,0,0,0,-1,152.173,6.808,317.444,0,118.61,123.562,75.273,479.652,2,4.5,0.0966303,0.0200475,0.9335022,14.222,5.484,11.251,9.518,-0.319,-2.128,-1.371,-3.197,743.235,-0.159,927.676,-3.27,8.646,1.64,1,-0.693,3,76.464,0,0,64.242,4,0,9,0,9,0,10,0,3.212
100,1,0,0,0,0,2,0,-1,209.25,2.922,439.641,222.794,165.261,51.585,0,714.58,4,3.5,0.0119478,0.0159221,0.8792268,21.652,7.243,14.634,11.117,1.119,-2.126,-2.285,-3.732,268.365,-0.982,119.363,-4.192,8.227,0.353,0,-0.377,3,76.965,0,0,87.093,6,0,12,0,12,5,15,0,0.057
101,3,0,0,0,4,6,0,-2,362.388,8.495,610.256,273.868,254.371,82.016,0,1100.615,3.5,10.5,0.0655669,0.0321893,0.8447801,34.823,11.615,23.376,26.228,-2.427,0.731,-0.39,1.063,4.548,-2.174,14.571,-5.343,9.582,-0.544,6,-1.788,2,24.511,0,116.315,179.182,10,0,15,0,15,7,26,1,8.859
101,2,0,0,0,4,6,0,-2,362.388,12.37,623.22,296.24,248.937,78.043,0,1110.42,3.5,11,0.1378077,0.0330206,0.8321118,35.178,11.624,24.684,25.764,-2.536,0.25,-0.221,0.877,6.439,-2.195,16.565,-5.256,9.358,-0.756,6,-1.857,2,26.57,0,103.824,178.143,10,0,15,0,15,7,26,1,3.574
102,4,1,0,0,0,3,0,-1,111.146,6.58,313.669,91.046,118.274,104.349,0,464.393,3,2.5,0.0932383,0.0138048,0.9245938,11.501,4.768,10.105,8.183,-0.403,0.681,0.137,-3.976,186.728,-0.141,89.227,-5.106,9.435,-0.79,3,-0.786,2,65.234,0,0,55.235,3,0,5,0,5,0,8,0,4.17
102,4,1,0,0,0,3,0,-1,111.146,5.692,312.544,90.008,117.973,104.563,0,463.289,3,3,0.069933,0.0166254,0.9264509,11.459,4.776,10.043,8.672,-0.527,0.682,0.178,-3.947,187.96,-0.135,89.863,-5.1,9.203,-0.834,3,-0.8,2,64.563,0,0,55.193,3,0,5,0,5,0,8,0,4.243
103,5,0,0,0,0,1,0,-1,129.094,6.159,282.283,0,173.464,65.371,43.447,411.464,3,4,0.0921764,0.0245435,0.9477683,10.295,4.268,11.013,10.151,-1.504,-0.882,-1.018,-2.689,224.358,-0.678,170.137,-4.39,9.337,0.583,0,-0.79,2,60.216,43.447,0,81.245,4,0,6,0,6,0,9,0,0.941
104,2,0,0,0,0,4,0,2,406.907,3.728,536.616,26.602,53.977,111.931,344.106,932.015,2,1.5,0.0149137,0.0039531,0.859904,29.646,10.932,14.661,5.784,5.291,-6.041,-7.453,-4.333,3048.116,0.68,10000,-1.736,9.089,0.561,3,0.554,3,100,0,0,36.855,2,1,12,0,12,0,21,1,0.007
105,7,0,0,2,0,9,0,-2,1139.767,0.851,874.878,122.777,246.659,109.603,395.838,1566.23,4,9,0.0004619,0.0205743,0.7455119,51.794,19.389,29.905,17.125,5.806,-8.794,-19.386,-2.558,2.911,-1.966,214.066,-4.815,9.263,1.851,2,0.206,1,43.329,0,0,163.743,8,2,12,0,12,0,34,2,0
106,11,0,0,2,0,19,0,-2,1287.926,4.527,1104.117,400.012,243.906,107.384,352.815,2017.753,4,15.8,0.0101578,0.0286202,0.6994047,63.422,23.949,37.05,22.119,5.649,-8.567,-19.593,-3.293,3.091,-3.04,132.765,-3.812,9.146,1.847,6,-0.378,1,29.92,0,0,196.371,12,3,12,0,12,0,44,2,0
107,4,0,0,0,0,3,0,0,361.393,2.315,468.235,45.495,0,126.861,295.879,741.103,0,0.75,0.0072309,0,0.8458369,22.79,7.843,8.32,1.889,6.229,-4.886,-4.886,-4.632,9906.038,-0.06,10000,-0.785,9.023,1.2,2,0.441,1,100,0,0,7.232,1,1,6,0,6,0,14,0,0.772
108,1,1,0,0,1,5,0,1,407.318,10.682,616.144,146.115,143.086,100.51,226.433,1093.526,1,5,0.1043436,0.008115,0.8331098,35.358,8.84,18.082,10.032,2.893,-3.83,-4.515,-4.064,69.429,-0.158,864.106,-5.385,9.797,1.092,5,0.088,3,76.844,226.433,24.419,86.104,6,0,15,0,15,3,28,0,0
109,0,0,0,0,0,3,0,-1,247.244,6.724,432.148,117.625,189.059,38.255,87.21,709.733,3,7.9,0.0637122,0.0316632,0.8904206,20.689,7.154,16.45,13.849,-0.341,-2.122,-1.864,-3.488,159.608,-0.993,204.495,-4.581,9.456,0.735,2,-0.743,3,64.382,43.267,0,99.827,6,0,11,0,11,3,16,0,0.049
110,6,0,0,0,0,0,0,-1,130.078,4.959,278.527,0,180.6,53.183,44.744,404.95,2,3.5,0.0607291,0.0177712,0.9503846,10.56,3.954,9.011,8.372,-0.89,-1.049,-1.093,-2.588,191.985,-0.66,146.135,-4.661,9.796,0.88,0,-0.741,2,62.601,44.744,0,87.419,4,0,6,0,6,0,9,0,0.419
111,0,0,0,0,0,3,0,-1,252.1,4.788,452.79,117.901,160.555,27.932,146.402,746.05,2,4.5,0.0307289,0.014055,0.8785775,22.043,7.942,13.295,8.842,1.485,-2.657,-2.906,-3.63,297.41,-0.645,845.478,-4.092,8.821,0.739,1,-0.307,3,79.908,0,0,86.111,5,0,6,0,6,0,15,0,0.013
112,0,0,0,0,0,3,0,-2,296.203,6.723,467.719,121.895,228.723,8.028,109.073,793.269,3,8.6,0.0569829,0.0318474,0.886055,23.743,7.3,18.066,14.696,-0.362,-2.543,-2.39,-3.414,67.131,-1.292,105.656,-5.419,10.205,1.049,3,-0.68,2,57.523,109.073,0,125.461,7,0,11,0,11,4,20,0,0.003
113,0,0,0,0,0,3,0,-2,246.195,6.88,427.668,125.623,241.234,16.212,44.6,712.376,3,8.6,0.066452,0.0348299,0.9019808,20.584,7.166,16.869,14.718,-1.081,-1.801,-1.579,-3.195,51.084,-1.485,34.872,-5.62,9.66,0.728,3,-0.785,2,51.193,44.6,0,127.468,7,0,11,0,11,4,17,0,0.009
114,0,0,0,0,0,3,0,-2,354.101,6.675,448.198,121.245,233.327,13.51,80.115,758.545,3,8.6,0.0587302,0.0332345,0.8974626,22.406,8.376,17.531,14.708,-0.663,-2.186,-3.418,-3.256,60.71,-1.352,65.776,-5.484,9.112,1.442,3,-0.72,2,54.979,0,0,126.22,7,0,11,0,11,4,17,0,0.008
115,6,0,0,0,0,0,0,-1,130.078,4.959,278.527,0,180.6,53.183,44.744,404.95,2,3.5,0.0607291,0.0177712,0.9503846,10.56,3.954,9.011,8.372,-0.89,-1.049,-1.093,-2.588,191.985,-0.66,146.135,-4.661,9.796,0.88,0,-0.741,2,62.601,44.744,0,87.419,4,0,6,0,6,0,9,0,0.419
116,0,0,1,0,0,3,0,-1,245.111,4.808,446.075,120.955,112.715,93.553,118.853,722.65,3.5,3.5,0.031991,0.0146789,0.8730563,21.734,7.933,14.56,10.149,1.69,-2.929,-3.119,-4.032,845.329,-0.312,1847.351,-5.042,8.034,0.016,1,-0.358,3,89.227,0,0,63.111,4,0,11,0,11,2,15,0,0.003
117,2,1,0,1,0,7,0,-1,776.874,5.018,634.957,48.735,182.472,109.39,294.36,1115.334,4,4.25,0.0225769,0.0133867,0.819139,35.032,13.603,21.238,11.836,1.999,-5.345,-12.715,-3.899,11.642,-0.551,231.616,-5.888,8.873,1.399,5,0.102,2,44.771,0,0,101.681,5,1,12,0,12,0,24,1,0
118,2,1,0,1,0,7,0,-1,776.874,3.375,639.199,44.531,186.756,112.701,295.211,1122.102,4,4.25,0.0101504,0.0132979,0.8169916,35.334,13.727,21.198,11.898,2.017,-5.42,-12.715,-3.949,10.602,-0.601,211.602,-5.955,8.843,1.377,5,0.118,2,44.147,0,0,102.14,5,1,12,0,12,0,24,1,0
119,2,0,0,2,0,5,4,-2,311.638,9.145,524.831,0,390.179,82.233,52.419,864.638,2.5,9,0.0967336,0.027114,0.8363128,26.024,10.377,19.342,15.637,-0.367,-3.571,-3.482,-0.958,0.127,-3.328,0.095,-7.941,9.627,1.326,2,-1.1,1,8.743,0,0,198.977,9,0,6,0,6,0,21,1,0
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,0,0,0,0,4,0,-2,305.15,8.655,443.149,0,271.356,58.841,112.952,725.543,4,9,0.1032409,0.0406184,0.8811645,20.876,8.967,19.621,16.912,-1.13,-2.197,-2.362,-3.735,26.463,-1.73,40.565,-5.929,10.069,1.536,0,-0.83,2,45.789,0,0,128.397,6,0,6,0,6,0,16,0,0.002
122,6,0,0,2,0,10,0,-2,473.444,13.54,772.622,161.637,464.998,145.987,0,1375.09,7.25,14.25,0.1333226,0.0496612,0.7740198,43.85,17.107,35.744,28.183,-0.661,-3.822,-3.842,-2.27,0.025,-5.214,0.008,-8.615,8.211,0.481,4,-1.135,1,0,0,0,271.802,14,2,16,0,16,2,34,1,0
122,4,0,0,2,0,10,0,-2,473.444,9.634,772,160.399,465.964,145.638,0,1374.032,7.25,14.25,0.0675505,0.0497011,0.7742455,43.805,17.1,34.831,28.186,-0.673,-3.814,-3.842,-2.264,0.024,-5.221,0.008,-8.634,8.185,0.445,4,-1.136,1,0,0,0,272.212,14,2,16,0,16,2,34,1,0
122,4,0,0,2,0,11,0,-2,473.444,9.848,772.78,167.783,447.608,157.389,0,1374.463,7.25,12.75,0.0705586,0.0444246,0.7736267,43.292,17.061,33.775,26.445,-0.181,-3.924,-4.328,-2.331,0.036,-5.086,0.013,-8.158,8.4,0.255,5,-1.005,1,0,0,0,262.617,14,2,16,0,16,2,34,1,0
122,4,0,0,2,0,11,0,-2,473.444,10.802,765.494,153.238,467.965,144.291,0,1371.734,7.25,12.75,0.0850627,0.0448474,0.7799559,43.058,17.054,34.002,26.477,-0.246,-3.828,-4.328,-2.166,0.023,-5.228,0.008,-8.58,8.422,0.22,5,-0.994,1,0,0,0,265.882,14,2,16,0,16,2,34,1,0
123,6,0,0,2,0,10,0,-2,473.444,13.541,772.622,161.637,464.998,145.987,0,1375.09,7.25,14.25,0.1333334,0.0496612,0.7740198,43.85,17.107,35.744,28.183,-0.661,-3.822,-3.842,-2.27,0.025,-5.214,0.008,-8.615,8.211,0.481,4,-1.135,1,0,0,0,271.802,14,2,16,0,16,2,34,1,0
123,4,0,0,2,0,10,0,-2,473.444,9.634,772,160.399,465.964,145.638,0,1374.032,7.25,14.25,0.0675536,0.0497011,0.7742455,43.805,17.1,34.832,28.186,-0.673,-3.814,-3.842,-2.264,0.024,-5.221,0.008,-8.634,8.185,0.445,4,-1.136,1,0,0,0,272.212,14,2,16,0,16,2,34,1,0
123,4,0,0,2,0,11,0,-2,473.444,9.848,772.78,167.783,447.608,157.389,0,1374.463,7.25,12.75,0.0705579,0.0444246,0.7736267,43.292,17.061,33.775,26.445,-0.181,-3.924,-4.328,-2.331,0.036,-5.086,0.013,-8.158,8.4,0.255,5,-1.005,1,0,0,0,262.617,14,2,16,0,16,2,34,1,0
123,4,0,0,2,0,11,0,-2,473.444,10.802,765.494,153.238,467.965,144.291,0,1371.734,7.25,12.75,0.0850605,0.0448474,0.7799559,43.058,17.054,34.002,26.477,-0.246,-3.828,-4.328,-2.166,0.023,-5.228,0.008,-8.58,8.422,0.22,5,-0.994,1,0,0,0,265.882,14,2,16,0,16,2,34,1,0
124,3,0,0,0,0,10,0,-2,337.432,8.83,592.805,102.541,366.011,38.517,85.735,979.088,7,9,0.0796366,0.040168,0.8043926,26.976,12.241,25.701,20.839,-1.179,-2.688,-2.653,-4.881,3.35,-3.6,3.082,-7.169,8.723,0.654,6,-0.923,2,16.481,0,0,192.287,9,1,5,0,5,0,20,1,0
124,4,0,0,0,0,10,0,-2,337.432,13.597,563.135,81.233,353.202,43.534,85.165,952.449,7,9,0.1941055,0.0422843,0.8313435,25.958,11.969,26.945,20.714,-1.166,-2.335,-2.653,-4.469,4.431,-3.237,4.14,-6.916,9.017,0.731,6,-0.909,2,18.728,0,0,193.294,9,1,5,0,5,0,20,1,0
125,0,0,0,2,0,7,2,-2,410.419,9.12,615.684,143.301,323.509,76.31,72.564,1109.239,4.25,10.25,0.0749873,0.0343211,0.8417004,34.472,12.82,24.99,18.722,0.947,-3.418,-3.767,-0.842,0.544,-2.725,0.591,-6.541,8.849,0.772,3,-0.82,1,27.749,0,0,199.168,10,0,13,4,9,3,27,1,0
126,11,0,0,0,0,0,1,0,92.525,4.632,230.627,157.111,0,0,73.517,333.226,0,2,0.0643778,0,1.0078901,7.182,2.597,3.403,2.27,0.754,0.434,0.433,-1.404,9906.038,-0.408,10000,-1.52,10.497,-0.91,0,-0.95,3,100,0,0,13.391,1,0,3,3,0,2,5,0,7577.939
126,11,0,0,0,0,0,1,0,92.525,4.632,230.627,157.111,0,0,73.517,333.226,0,2,0.0643772,0,1.0078901,7.182,2.597,3.403,2.27,0.754,0.434,0.433,-1.404,9906.038,-0.408,10000,-1.52,10.497,-0.91,0,-0.95,3,100,0,0,13.391,1,0,3,3,0,2,5,0,7577.934
127,2,0,0,0,0,1,0,-1,136.113,1.05,301.268,0,177.71,123.559,0,449.153,2,3,0.0024568,0.0140826,0.9414723,12.359,5.119,8.399,8.157,-0.197,-1.261,-1.464,-3.068,204.493,-0.833,88.977,-4.263,9.507,0.797,2,-0.682,2,67.151,0,0,79.98,5,0,9,0,9,0,10,0,1.184
128,3,0,0,0,0,2,0,1,973.679,2.204,715.489,0,125.563,96.886,493.04,1328.301,2,5,0.0036579,0.0098828,0.8167572,46.646,16.058,23.452,10.54,6.49,-9.166,-18.451,-4.959,638.538,0.398,10000,-3.3,8.936,1.536,2,1.111,1,89.236,0,0,83.751,5,2,22,0,22,1,33,1,0
129,0,1,0,1,0,2,0,-1,393.845,9.289,613.371,299.627,199.488,59.998,54.258,1122.472,2,5.5,0.0768671,0.012681,0.8515796,38.056,10.935,19.91,10.885,0.914,-4.781,-3.926,-3.138,8.029,-0.859,7.5,-6.855,8.964,1.053,1,0.34,2,48.486,29.215,0,105.806,6,0,20,3,10,9,27,1,0
130,1,0,0,0,0,2,0,-2,380.648,9.577,520.101,35.026,234.586,69.197,181.291,877.628,3,9,0.1044992,0.029972,0.8523497,28.345,10.412,20.987,15.918,0.208,-3.28,-3.839,-4.251,59.063,-1.265,228.771,-5.407,9.825,1.333,1,-0.581,2,59.864,0,0,127.066,7,0,10,0,10,2,20,0,0
130,1,0,0,0,0,2,0,-2,380.648,9.577,520.101,35.026,234.586,69.197,181.291,877.628,3,9,0.1044996,0.029972,0.8523497,28.345,10.412,20.987,15.918,0.208,-3.28,-3.839,-4.251,59.063,-1.265,228.772,-5.407,9.825,1.333,1,-0.581,2,59.864,0,0,127.066,7,0,10,0,10,2,20,0,0
131,0,0,0,0,0,2,0,-2,389.871,11.018,582.952,159.037,230.009,138.757,55.149,1017.127,3,9,0.1193497,0.0267405,0.8390392,34.592,11.31,22.83,16.467,0.509,-4.172,-4.106,-4.798,65.271,-1.6,51.917,-5.078,9.622,1.187,3,-0.316,3,62.406,0,0,127.429,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,11.053,585.123,155.173,233.106,141.692,55.153,1019.36,3,9,0.1198378,0.0266413,0.8371497,34.71,11.37,22.892,16.514,0.505,-4.183,-4.106,-4.843,61.004,-1.639,48.26,-5.124,9.608,1.177,3,-0.314,3,61.854,0,0,127.41,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,10.78,586.079,146.295,234.424,150.222,55.137,1018.968,3,9,0.114041,0.0265979,0.83557,34.776,11.432,22.85,16.583,0.502,-4.188,-4.106,-4.909,59.272,-1.66,46.772,-5.119,9.633,1.195,3,-0.317,3,61.617,0,0,126.884,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,10.03,587.695,148.394,233.215,150.912,55.174,1020.36,3,9,0.0985893,0.0265247,0.8340306,34.838,11.438,22.651,16.583,0.511,-4.194,-4.106,-4.937,60.859,-1.657,48.15,-5.094,9.637,1.2,3,-0.316,3,61.875,0,0,126.876,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,10.852,586.866,147.568,233.236,150.918,55.143,1019.546,3,9,0.1155046,0.0265622,0.8347651,34.805,11.432,22.874,16.581,0.509,-4.191,-4.106,-4.925,60.831,-1.653,48.107,-5.094,9.641,1.201,3,-0.317,3,61.858,0,0,126.868,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,10.78,586.078,146.294,234.425,150.222,55.138,1018.968,3,9,0.1140401,0.0265979,0.8355713,34.776,11.432,22.85,16.583,0.502,-4.188,-4.106,-4.909,59.272,-1.66,46.772,-5.119,9.633,1.195,3,-0.317,3,61.617,0,0,126.884,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,11.053,585.121,155.171,233.105,141.692,55.153,1019.357,3,9,0.1198405,0.0266414,0.8371504,34.71,11.37,22.892,16.514,0.504,-4.183,-4.106,-4.843,61.004,-1.639,48.261,-5.124,9.608,1.177,3,-0.314,3,61.854,0,0,127.41,7,0,17,0,17,7,24,0,0
131,0,0,0,0,0,2,0,-2,389.871,11.018,582.954,159.039,230.009,138.758,55.148,1017.128,3,9,0.1193574,0.0267405,0.839037,34.592,11.31,22.83,16.467,0.509,-4.172,-4.106,-4.798,65.272,-1.6,51.917,-5.078,9.622,1.187,3,-0.316,3,62.406,0,0,127.429,7,0,17,0,17,7,24,0,0
132,0,0,0,0,0,2,0,-2,297.731,10.717,444.445,55.066,264.915,69.287,55.178,734.038,3,9,0.1564542,0.035074,0.8854401,22.6,8.479,19.278,15.899,-0.102,-2.461,-2.358,-3.716,30.459,-1.674,22.787,-5.966,9.687,1.23,1,-0.776,2,52.904,0,0,131.159,7,0,10,0,10,2,17,0,0.002
